Localisation,Configuration des pièces,Superficie,Chambres,Type de bien,Annonce,Type de transaction,Prix,Salles de bains
Sousse,S+2,90.69,2,Appartement,"Appartement en S+2 de 90,69m² ( F55) à Chatt Mariem",À Vendre,375000,1
Sousse,S+2,101,2,Appartement,Appartement en S+2 de 101 m² ( E215) à Chatt Mariem,À Vendre,395000,1
Sousse,S+2,80.23,2,Appartement,"Appartement en S+2 de 80,23m² (E202) à Chatt Mariem",À Vendre,401000,2
Nabeul,S+2,99.28,2,Appartement,"A vendre un appartement S+2  de99,28 m²  au 1ére  étage",À Vendre,425000,2
Nabeul,S+3,104.19,3,Appartement,"A vendre un appartement S+3  de 104,19 m²  au 4éme étage",À Vendre,515000,2
Nabeul,S+2,101.62,2,Appartement,"A vendre un appartement S+2  de 101,62 m²  au RDC",À Vendre,495000,2
Nabeul,S+3,108.21,3,Appartement,"A vendre un appartement S+3  de 108,21 m²  au 4éme étage",À Vendre,500000,2
Nabeul,S+2,112.75,2,Appartement,"A vendre un appartement S+2  de 112,75 m²  au 4éme étage",À Vendre,575000,2
Nabeul,S+3,103.37,3,Appartement,"A vendre un appartement S+3 de 103,37 m²  au 4éme étage",À Vendre,465000,2
Ariana,,355.2,4,Villa,Une Villa de 355.20m²,À Vendre,,False
Ariana,,367.64,4,Villa,Une Villa de 367.64m²,À Vendre,,False
Sousse,S+2,94.16,2,Appartement,"Appartement en S+2 de 94,16m² (B56) à Chatt Mariem",À Vendre,599000,2
Ariana,,346.7,4,Villa,Une Villa de 346.70m²,À Vendre,,False
Ariana,,515.5,5,Villa,Une Villa de 515.50m²,À Vendre,,False
Ariana,,367.64,4,Villa,Une Villa de 367.64m²,À Vendre,,False
Ariana,,514.32,5,Villa,Une Villa de 514.32m²,À Vendre,,False
Nabeul,,190.25,False,Local Commercial,A vendre un Local Commercial de 190.25 m²,À Vendre,,1
Ariana,,346.52,4,Villa,Une Villa de 346.52m²,À Vendre,,False
Nabeul,,221.35,False,Local Commercial,A vendre un Local Commercial de 221.35 m²,À Vendre,,False
Ariana,,365.05,4,Villa,Une Villa de 365.05m²,À Vendre,,False
Nabeul,S+2,99.79,2,Appartement,"A vendre un appartement S+2  de 99,79 m²  au 2éme étage",À Vendre,405000,2
Nabeul,S+2,82.45,2,Appartement,"A vendre un appartement S+2 de 82,45 m²  au 4éme étage",À Vendre,390000,1
Nabeul,S+2,102.97,2,Appartement,"A vendre un appartement S+2 de 102,97 m²  au 3éme étage",À Vendre,470000,2
Nabeul,S+3,103.51,3,Appartement,"A vendre un appartement S+3  de 103,51 m²  au 3éme étage",À Vendre,455000,2
Ariana,,False,3,Villa,Une Villa de 339.07m²,À Vendre,,False
Ariana,,354.07,4,Villa,Une Villa de 354.07m²,À Vendre,,False
Tunis,,False,False,Local Commercial,A vendre un Local Commercial de 58.09m²,À Vendre,,False
Sousse,S+2,118.45,False,Appartement,Un S+2 de 118.45m² au 5éme étage,À Vendre,,False
Sousse,S+3,138.92,False,Appartement,Un S+3 de 138.92m² au 3éme étage,À Vendre,,False
Sousse,S+2,118.45,False,Appartement,Un S+2 de 118.45m² au 4éme étage,À Vendre,,False
Sousse,S+2,118.45,2,Appartement,Un S+2 de 118.45m² au 1er étage,À Vendre,,False
Ben Arous,S+2,116.73,2,Appartement,"Un S+2 de 116,73 m² au RDC",À Vendre,291,1
Sousse,S+2,108.86,2,Duplexe,DUPLEX :  S+2 de 108.86m² au 9éme étage,À Vendre,,False
Sousse,S+3,139.86,3,Appartement,Un S+3 de 139.86m² au 1er étage,À Vendre,,False
Ben Arous,S+2,125.9,False,Appartement,"Un S+2 de 125,90 m² au RDC",À Vendre,313,1
Sousse,,83.85,False,Local Commercial,A vendre un Local Commercial de 83.85m²,À Vendre,,False
Ben Arous,S+2,125.86,2,Appartement,"Un S+2 de 125,86 m² au 1er étage",À Vendre,318,1
Sousse,,118.21,2,Bureau,"A vendre un bureau  de 118,21m² au RDC",À Vendre,,False
Sousse,,138.96,3,Bureau,A vendre un bureau  de 138.96m² au RDC,À Vendre,,False
Sousse,,111.32,2,Bureau,A vendre un bureau de 111.32m² au RDC,À Vendre,,False
Tunis,,False,False,Villa,VILLA : de 531 à 567m²,À Vendre,,False
Tunis,S+1,False,False,Appartement,S+1 : entre 53 et 73m²,À Vendre,,False
Tunis,,False,False,Duplexe,DUPLEX :  de 226 à 245m²,À Vendre,,False
Tunis,S+3,False,3,Appartement,S+3 : entre 143 et 158m²,À Vendre,,False
Tunis,S+2,False,2,Appartement,S+2 : entre 101 et 119 m²,À Vendre,,False
Tunis,S+1,70,1,Appartement,Un S+1 de 70m²,À Vendre,334000,1
Tunis,S+2,111.2,2,Appartement,"Un S+2 de 111,20m²",À Vendre,495000,1
Tunis,S+2,99.33,2,Appartement,"Un S+2 de 99,33m²",À Vendre,437000,1
Tunis,S+3,160.9,3,Appartement,"Un S+3 de 160,9m²",À Vendre,685000,3
Tunis,S+2,118.75,2,Appartement,"Un S+2 de 118,75m²",À Vendre,547000,2
Tunis,S+3,136,3,Appartement,Un  S+3  de 136m²,À Vendre,590000,2
Tunis,S+4,172,4,Appartement,Un S+4 de 172m²,À Vendre,780000,3
Ariana,S+2,128.8,2,Appartement,"Appartement en S+2 de 128,80 m² (A21) au 2éme étage",À Vendre,362500,2
Ariana,S+2,133.1,2,Appartement,"Appartement en S+2 de 133,10 m² (A12) au1er étage",À Vendre,385300,2
Ariana,S+2,131.7,2,Appartement,"Appartement en S+2 de  131,70m² (A22) au 2éme étage",À Vendre,379400,2
Ariana,S+2,132.8,2,Appartement,"Appartement en S+2 de 132,80m² (A35) au 3ème étage",À Vendre,350300,2
Ariana,S+2,128.8,2,Appartement,"Appartement en S+2 de 128,80 m² (A41) au 4éme étage",À Vendre,354000,2
Ariana,S+2,134.7,2,Appartement,"Appartement en S+2 de 134,70m² (A44) au 4éme étage",À Vendre,349300,2
Ariana,S+2,124.7,2,Appartement,"Appartement en S+2 de 124,70 m² (B01) au RDC",À Vendre,431200,2
Ariana,S+2,117.5,2,Appartement,"Appartement en S+2 de 117,5m² (A51) au 5ème étage",À Vendre,324000,2
Ariana,,146,1,Local Commercial,A vendre un Local Commercial (C-1)de 146m²,À Vendre,434350,1
Ariana,,131,False,Local Commercial,A vendre un Local Commercial (C-2)de 131m²,À Vendre,389725,1
Ariana,,129,3,Appartement,A vendre un Jardin d'enfants 129m²,À Vendre,389725,3
Tunis,S+3,190,3,Appartement,S+3 Au 3èmes étages avec terrasse,À Vendre,,3
Tunis,S+3,202,3,Appartement,S+3 Au 2ème étage,À Vendre,,3
Tunis,S+3,168,3,Appartement,S+3 Au 1er étage avec balcon,À Vendre,,3
Tunis,S+2,138,2,Appartement,S+2 Au 3èmes étages,À Vendre,,3
Tunis,S+2,158,2,Appartement,S+2 Avec Jardin Au RDC,À Vendre,,3
Tunis,,375,4,Villa,Villa,À Vendre,,5
Tunis,S+3,189,3,Appartement,S+3 Avec Jardin au RDC,À Vendre,,3
Tunis,S+4,218,4,Appartement,S+4 Au Premier étage,À Vendre,,5
Tunis,S+4,280,4,Appartement,S+4 avec jardin au RDC,À Vendre,,5
Ben Arous,,69.95,1,Local Commercial,"A vendre un Local Commercial (M-09)de 69,95m²",À Vendre,,1
Ben Arous,,58.88,False,Local Commercial,"A vendre un Local Commercial (M-14)de 58,50m²",À Vendre,,1
Ben Arous,S+2,112.19,2,Appartement,"Appartement (A-1-4) en S+2 de 112,19 m² au première étage",À Vendre,,2
Ben Arous,S+2,103.03,2,Appartement,"Appartement (B0-2) en S+2 de 103,03 m² au RDC",À Vendre,,2
Ben Arous,S+2,94.44,2,Appartement,"Appartement (A-0-1) en S+2 de 94,44 m² au RDC",À Vendre,,1
Ben Arous,S+2,112.76,2,Appartement,"Appartement (A6-4) en S+2 de 112,76 m² au sixième étage",À Vendre,,2
Ariana,S+1,67.17,1,Appartement,"Appartement (I04) en S+1 de 67,17 m² au RDC",À Vendre,368357,1
Ariana,S+1,65.26,1,Appartement,"Appartement (G11) en S+1 de 65,26 m² au premier étage",À Vendre,271902,1
Ariana,S+1,68.71,1,Appartement,"Appartement (I24) en S+1 de 68,71 m² au deuxième étage",À Vendre,284962,1
Ariana,,243.58,3,Duplexe,"Duplex (A05) de 243,58 m² au RDC",À Vendre,1116800,3
Ariana,S+2,90.47,2,Appartement,"Appartement (F04) en S+2 de 90,47 m² au RDC",À Vendre,388895,1
Ariana,S+2,108.29,2,Appartement,"Appartement (B15) en S+2 de 108,29m² au premier étage",À Vendre,434789,1
Ariana,S+3,141.21,3,Appartement,"Appartement (B04) en S+3 de 141,21m² au RDC",À Vendre,641737,2
Ariana,S+2,115.19,2,Appartement,"Appartement (B24) en S+2 de 115,19m² au deuxième étage",À Vendre,482160,1
Ben Arous,S+2,110.85,2,Appartement,"Appartement en S+2 de 110,85m² ( B14) au premier étage à Boumhal Bel Air",À Vendre,445134,2
Ben Arous,S+3,138.35,3,Appartement,"Appartement en S+3 de 138,35m² ( A15) au premier étage à Boumhal Bel Air",À Vendre,515665,2
Ben Arous,S+1,63.25,1,Appartement,"Appartement en S+1 de 63,25m² ( A14) à Boumhal Bel Air",À Vendre,241566,1
Ben Arous,S+2,113.73,2,Appartement,"Appartement en S+2 de 113,73m² ( C16) au premier étage à Boumhal Bel Air",À Vendre,457043,2
Ben Arous,S+2,111.8,2,Appartement,"Appartement en S+2 de 111,80m² ( B16) au premier étage à Boumhal Bel Air",À Vendre,448594,2
Sousse,S+3,124.32,3,Appartement,"A vendre un appartement S+3  de 124,32  m²  au 6éme étage",À Vendre,415000,2
Sousse,S+2,110.81,2,Appartement,"A vendre un appartement S+2  de 110,81  m² au 2éme  étage",À Vendre,380000,1
Sousse,S+3,142.96,3,Appartement,"A vendre un appartement S+3  de 142,96  m²  au 1ére  étage",À Vendre,445000,3
Sousse,S+1,73.23,1,Appartement,"A vendre un appartement S+1  de 73,23  m² au 2éme étage",À Vendre,255000,1
Nabeul,S+1,58.43,1,Appartement,"A vendre un appartement S+1  de 58,43 m² au 2éme étage",À Vendre,260000,1
Nabeul,S+2,85.38,2,Appartement,"A vendre un appartement S+2  de 85,38 m²  au 4éme étage",À Vendre,385000,1
Nabeul,S+3,103.51,3,Appartement,"A vendre un appartement S+3  de 103,51 m²  au 2éme étage",À Vendre,455000,2
Ariana,S+1,100.8,1,Appartement,"Appartement (A02) en S+1 de 100,80 m² au RDC",À Vendre,317200,1
Ariana,S+2,136.6,2,Appartement,"Appartement en S+2 de 136,60 m² (A13) au1er  étage",À Vendre,384000,2
Ariana,S+3,171.7,3,Duplexe,"Duplex (A06) en S+3 de : 171,7 m² au RDC",À Vendre,495700,2
Ariana,S+2,129.3,2,Appartement,"Appartement en S+2 de 129,30 m² (A11) au1er étage",À Vendre,364600,2
Ariana,S+3,167.96,3,Appartement,"Appartement (H22) en S+3 de 167,96 m² au deuxième étage",À Vendre,641679,2
Sousse,S+2,122.11,2,Appartement,"A vendre un appartement S+2  de 122,11  m²  au 5éme étage",À Vendre,440000,2
Sousse,S+3,152.96,3,Appartement,"A vendre un appartement S+3  de 152,96 m²  au 1ére  étage",À Vendre,495000,2
Ariana,S+2,110.3,2,Appartement,"Appartement (A03) en S+2 de 110,3 m² au RDC",À Vendre,372400,2
Tunis,S+3,207.66,3,Appartement,"Appartement (B1-1) en S+3 de 203,66m² au premier étage",À Vendre,1040871,3
Tunis,S+1,64.24,1,Appartement,"Appartement (D3-4) en S+1 de 64,24m² au troisième étage",À Vendre,362189,1
Tunis,S+2,578705,2,Appartement,"Appartement (A1-2) en S+2 de 108,25m² au premier étage",À Vendre,578705,2
Tunis,S+2,125.56,2,Appartement,"Appartement (A1-4) en S+2 de 125,56m² au premier étage",À Vendre,666728,2
Tunis,S+4,250.44,4,Appartement,"Appartement (C1-1) en S+4 de 250,44m² au premier étage",À Vendre,1273457,4
Tunis,S+6,446.16,6,Duplexe,"Duplex C9-1 en 2S+6 de 446,16 m² au 9éme étage",À Vendre,2600000,6
Tunis,S+5,412.14,6,Penthouse,"un Penthouse en S+5( A9-1) de 412,14m² à Jardins de Carthage",À Vendre,2300000,5
Ariana,S+2,123.27,2,Appartement,"Appartement (I11) en S+2 de 123,27m² au premier étage",À Vendre,491499,1
Ariana,S+3,176.7,3,Duplexe,"Duplex B05 en S+3 de 176,7 m² au RDC",À Vendre,509100,3
Ariana,S+2,108.07,2,Appartement,"Appartement (G03) en S+2 de 108,07m² au RDC",À Vendre,531049,1
Nabeul,S+1,72.28,2,Appartement,"A vendre un appartement S+1  de 72,28 m²  au RDC",À Vendre,350000,1
Nabeul,S+1,59.85,1,Appartement,"A vendre un appartement S+1  de 59,85 m²  au 2éme étage",À Vendre,280000,1
Tunis,S+4,361.86,4,Duplexe,"Duplex B9-2 en S+4 de 361,86 m² au 9éme étage",À Vendre,2000000,5
Tunis,S+2,110.3,2,Appartement,"Appartement (B1-2) en S+2 de 110,30m² au premier étage",À Vendre,589111,2
Tunis,S+3,170.29,3,Appartement,"Appartement (C1-3) en S+3 de 170,29m² au premier étage",À Vendre,874950,3
Tunis,S+4,361.86,5,Duplexe,"Duplex C9-2 en S+4 de 361,86 m² au 9éme étage",À Vendre,2000000,5
Tunis,S+5,412.14,5,Penthouse,"un Penthouse en S+5( A10-1) de 412,14m² à Jardins de Carthage",À Vendre,2300000,6
Ariana,S+3,152.4,3,Appartement,"Appartement (G15) en S+3 de 152,40m² au premier étage",À Vendre,584540,2
Ariana,S+3,144.18,3,Appartement,"Appartement (I03) en S+3 de 144,18m² au RDC",À Vendre,809831,2
Ariana,S+2,98.92,2,Appartement,"Appartement (H25) en S+2 de 98,92m² au deuxième étage",À Vendre,399322,1
Tunis,S+1,55.48,1,Appartement,"Appartement (A1-1) en S+1 de 55,48m² au premier étage",À Vendre,316613,1
Ariana,,415.74,4,Villa,Une Villa de 415.74m²,À Vendre,,False
Ariana,,365.05,4,Villa,Une Villa de 365.05m²,À Vendre,,False
Ariana,,355.2,4,Villa,Une Villa de 355.20m²,À Vendre,,False
Ariana,S+3,175.3,3,Duplexe,"Duplex (A04) en S+3 de 175,3 m² au RDC",À Vendre,599700,3
Sfax,,130.12,3,Bureau,A vendre un bureau (B5-13) au 5éme étage,À Vendre,312288,1
Nabeul,S+2,124.61,2,Appartement,Appartement (A1-4) en S+2 de 124.61 m² au premier étage,À Vendre,315000,1
Nabeul,S+2,129.73,2,Appartement,Appartement (A3-4) en S+2 de 129.73 m² au troisième étage,À Vendre,320000,1
Nabeul,S+2,124.61,2,Appartement,Appartement (A4-4) en S+2 de 124.61 m² au quatrième étage,À Vendre,320000,1
Ben Arous,S+2,97.18,2,Appartement,"Appartement (C1-1) en S+2 de 97,18m² au première étage",À Vendre,,1
Ben Arous,,147.24,False,Local Commercial,"A vendre un Local Commercial (BLC-02) de 147,24m² au RDC",À Vendre,,1
Sousse,,79.05,2,Bureau,"un bureau B24 de 79,05m² au 2éme étage à Sahloul 4",À Vendre,1200,2
Sousse,,72.69,2,Bureau,"un bureau B22 de 72,69m² au 2éme étage à Sahloul 4",À Vendre,1100,1
Tunis,S+2,97.16,2,Appartement,"Appartement (B3-1) en S+2 de 97,16m² au troisième étage aux Jardins de Carthage",À Vendre,,1
Tunis,,120,False,Local Commercial,A vendre un Local Commercial de 120m² aux Jardins de Carthage,À Vendre,,1
Sousse,,65.32,1,Bureau,"un bureau B21 de 65,32m² au 2éme étage à Sahloul 4",À Vendre,999,1
Sousse,,84.68,2,Bureau,"un bureau B25 de 84,68m² au 2éme étage à Sahloul 4",À Vendre,1600,1
Sousse,,81.12,2,Bureau,"un bureau B23 de 81,12m² au 2éme étage à Sahloul 4",À Vendre,1199,2
Sfax,S+3,196.782,3,Appartement,Appartement (C2-11) en S+3 au deuxième étage,À Vendre,364043,2
Sfax,,499,1,Local Commercial,A vendre un Local Commercial de 499m²,À Vendre,,0
Sfax,,176,1,Local Commercial,A vendre un Local Commercial de 176 m²,À Vendre,,0
Sfax,,107.84,3,Bureau,A vendre un bureau (B4-11) au 4 éme étage,À Vendre,258816,1
Sfax,,119.39,3,Bureau,A vendre un bureau (B4-9) au 4 éme étage,À Vendre,286536,1
Nabeul,S+2,124.61,2,Appartement,Appartement (A2-4) en S+2 de 124.61 m² au deuxième étage,À Vendre,315000,1
Ben Arous,S+1,71.7,1,Appartement,Appartement (D1-4) en S+1 de 71.70m² au première étage,À Vendre,,1
Ben Arous,,80.64,False,Bureau,"A vendre un bureau (B2-5) de 80,64m² au 2éme étage",À Vendre,,1
Sousse,,87.14,2,Bureau,"un bureau B26 de 87,14m² au 2éme étage à Sahloul 4",À Vendre,1600,2
Tunis,S+1,51.49,1,Appartement,"Appartement (D5-2) en S+1 de 51,49 m² au cinquième étage",À Vendre,295896,1
Tunis,S+3,168,3,Appartement,Appartement en S+3 de 168 m² aux Jardins de Carthage,À Vendre,,2
Tunis,S+1,65.54,1,Appartement,"Appartement (B1-8) en S+1 de 65,54m² au premier étage",À Vendre,,1
Sfax,,426,1,Local Commercial,A vendre un Local Commercial de 426 m²,À Vendre,,0
Sfax,,31,1,Local Commercial,A vendre un Local Commercial de 31m²,À Vendre,,0
Sfax,,142.19,2,Bureau,A vendre un bureau (B4-13) au 4éme étage,À Vendre,341256,1
Sfax,,100.94,3,Bureau,A vendre un bureau (B4-3) au 4 éme étage,À Vendre,242256,1
Sfax,,107.77,3,Bureau,A vendre un bureau (B5-11) au 5éme étage,À Vendre,258816,1
Ben Arous,,2403.15,False,Local Commercial,A vendre un Local Commercial de 2403.15m²,À Vendre,,1
Nabeul,S+3,154.42,3,Appartement,Appartement (C1-1) en S+3 de 154.42 m² au premier étage,À Vendre,350000,2
Nabeul,S+2,137.4,2,Appartement,Appartement (A2-3) en S+2 de 137.4 m² au deuxième étage,À Vendre,345000,2
Ben Arous,,72.58,False,Bureau,"A vendre un bureau (B3-1) de 72,58m² au 3éme étage",À Vendre,,1
Sousse,,89.07,2,Bureau,"un bureau B27 de 89,07m² au 2éme étage à Sahloul 4",À Vendre,1600,2
Sousse,S+2,96.92,2,Appartement,"A vendre un appartement S+2  de 96,92  m²  au 2éme étage",À Vendre,310000,2
Sousse,S+1,70.03,1,Appartement,"A vendre un appartement S+1  de 70,03  m²  au 6éme étage",À Vendre,250000,1
Tunis,S+1,74.95,1,Appartement,"Appartement (B4-7) en S+1 de 74,95m² au quatrième étage",À Vendre,,1
Tunis,S+2,112.63,2,Appartement,"Appartement (A1-4) en S+2 de 112,63m² au premier étage",À Vendre,,1
Ariana,S+3,154.8,3,Duplexe,"Duplex B02 en S+3 de 154,8 m² au RDC",À Vendre,473000,2
Ariana,S+2,129.3,2,Appartement,"Appartement en S+2 de 129,30m² (A31) au 3ème étage",À Vendre,364000,2
Ariana,S+1,104.7,1,Appartement,"Appartement (B06) en S+1 de 104,70 m² au RDC",À Vendre,316000,1
Ben Arous,,60.29,False,Bureau,"A vendre un bureau (B1-6) de 60,29m² au 1er étage",À Vendre,,1
Ben Arous,,115.38,False,Local Commercial,A vendre un Local Commercial de 115.38m²,À Vendre,,1
Tunis,S+2,92.81,2,Appartement,"Appartement (A1-3) en S+2 de 92,81m² au premier étage",À Vendre,500181,2
Tunis,S+6,441.91,6,Duplexe,"Duplex B9-1 en 2S+6 de 441,94 m² au 9éme étage",À Vendre,2500000,6
Nabeul,S+2,123.49,2,Appartement,Appartement (B3-2) en S+2 de 123.49 m² au troisième étage,À Vendre,320000,1
Nabeul,S+2,141.98,2,Appartement,Appartement (A3-2) en S+2 de 141.98 m² au troisième étage,À Vendre,360000,2
Nabeul,S+2,129.73,2,Appartement,Appartement (A4-1) en S+2 de 129.73 m² au quatrième étage,À Vendre,335000,2
Nabeul,S+3,169.76,3,Appartement,Appartement (A1-5) en S+3 de 169.76 m² au premier étage,À Vendre,400000,1
Nabeul,S+3,169.76,3,Appartement,Appartement (A2-5) en S+3 de 169.76 m² au deuxième étage,À Vendre,400000,1
Sfax,,150.44,3,Bureau,A vendre un bureau (B5-12) au 5éme étage,À Vendre,361056,1
Sfax,,110.16,3,Bureau,A vendre un bureau (B4-10) au 4 éme étage,À Vendre,264384,1
Sfax,,111.18,3,Bureau,A vendre un bureau (B2-3) au 2éme étage,À Vendre,266832,1
Sfax,,50,1,Local Commercial,A vendre un Local Commercial de 50 m²,À Vendre,,0
Sfax,,168,1,Local Commercial,A vendre un Local Commercial de 168 m²,À Vendre,,0
Sfax,,364,1,Local Commercial,A vendre un Local Commercial de 364 m²,À Vendre,,0
Sfax,,115,1,Local Commercial,A vendre un Local Commercial de 115 m²,À Vendre,,0
Sfax,,331,1,Local Commercial,A vendre un Local Commercial de 331 m²,À Vendre,,0
Sfax,,430,1,Local Commercial,A vendre un Local Commercial de 430 m²,À Vendre,,0
Sfax,,708,1,Local Commercial,A vendre un Local Commercial de 708 m²,À Vendre,,0
Sfax,,341,1,Local Commercial,A vendre un Local Commercial de 341 m²,À Vendre,,0
Sfax,,122,1,Local Commercial,A vendre un Local Commercial de 122 m²,À Vendre,,0
Sfax,S+1,107.46,1,Appartement,Appartement (C2-5) en S+1 au deuxième étage,À Vendre,198801,1
Sfax,S+2,149.85,2,Appartement,Appartement (C2-4) en S+2 au deuxième étage,À Vendre,277223,1
Sfax,S+2,False,False,Appartement,Appartement (C2-8) en S+2 au deuxième étage,À Vendre,286269,False
Sfax,S+2,125.8,2,Appartement,Appartement (C2-9) en S+2 au deuxième étage,À Vendre,232730,1
Sfax,S+3,183.21,3,Appartement,Appartement (A4-9) en S+3 au quatrième étage,À Vendre,338939,3
Sfax,S+3,202.79,3,Appartement,Appartement (C2-3) en S+3 au deuxième étage,À Vendre,375162,3
Sfax,S+3,191.02,3,Appartement,Appartement (C2-6) en S+3 au deuxième étage,À Vendre,353387,3
